"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.815124289E0,8.614161611E-2,1.627119333E-1,9.808479309E0,9.810207027E0
5.817531268E0,8.853443712E-2,1.651047617E-1,9.803693771E0,9.805483644E0
5.819938247E0,1.004985496E-1,1.794617027E-1,9.806086540E0,9.808243456E0
5.822345226E0,1.052841991E-1,1.698904037E-1,9.798908234E0,9.800946387E0
5.824752206E0,1.028913707E-1,1.555334777E-1,9.791728973E0,9.793504663E0
5.827159185E0,9.092725813E-2,1.531406492E-1,9.798908234E0,9.800526639E0
5.829566164E0,9.092725813E-2,1.483550072E-1,9.806086540E0,9.807630204E0
5.831973143E0,8.135596663E-2,1.483550072E-1,9.801301003E0,9.802761312E0
5.834380122E0,9.092725813E-2,1.603191197E-1,9.801301003E0,9.803033782E0
5.836787101E0,8.374879509E-2,1.411765367E-1,9.798908234E0,9.800283019E0
5.839194081E0,5.982056633E-2,1.411765367E-1,9.794121742E0,9.795321843E0
5.841601060E0,6.699903309E-2,1.411765367E-1,9.810872078E0,9.812116521E0
5.844007987E0,7.896314561E-2,1.411765367E-1,9.815657616E0,9.816990395E0
5.846414966E0,8.374879509E-2,1.483550072E-1,9.808479309E0,9.809958686E0
5.848821945E0,8.135596663E-2,1.459621787E-1,9.806086540E0,9.807510234E0
5.851228924E0,7.657032460E-2,1.435693651E-1,9.803693771E0,9.805043944E0
5.853635903E0,8.853443712E-2,1.531406492E-1,9.791728973E0,9.793326641E0
5.856042883E0,9.810572863E-2,1.531406492E-1,9.810872078E0,9.812557654E0
5.858449862E0,1.004985496E-1,1.579262912E-1,9.806086540E0,9.807873057E0
5.860856841E0,8.374879509E-2,1.603191197E-1,9.801301003E0,9.802969827E0
5.863263820E0,9.092725813E-2,1.507478207E-1,9.806086540E0,9.807666690E0
5.865670799E0,1.052841991E-1,1.603191197E-1,9.810872078E0,9.812746706E0
5.868077778E0,1.052841991E-1,1.555334777E-1,9.798908234E0,9.800708035E0
5.870484758E0,8.135596663E-2,1.531406492E-1,9.791728973E0,9.793264376E0
5.872891737E0,7.178468257E-2,1.555334777E-1,9.801301003E0,9.802797817E0
5.875298716E0,9.092725813E-2,1.674975902E-1,9.796515465E0,9.798369174E0
5.877705643E0,8.614161611E-2,1.579262912E-1,9.808479309E0,9.810128819E0
5.880112674E0,9.571290761E-2,1.411765367E-1,9.803693771E0,9.805177374E0
5.882519601E0,8.374879509E-2,1.459621787E-1,9.796515465E0,9.797960710E0
5.884926581E0,8.374879509E-2,1.507478207E-1,9.803693771E0,9.805210366E0
5.887333560E0,8.614161611E-2,1.435693651E-1,9.798908234E0,9.800338520E0
5.889740539E0,8.135596663E-2,1.555334777E-1,9.791728973E0,9.793302086E0
5.892147518E0,7.896314561E-2,1.555334777E-1,9.796515465E0,9.798068233E0
5.894554497E0,7.896314561E-2,1.555334777E-1,9.801301003E0,9.802853012E0
5.896961476E0,8.135596663E-2,1.507478207E-1,9.803693771E0,9.805190221E0
5.899368456E0,9.810572863E-2,1.555334777E-1,9.801301003E0,9.803025897E0
5.901775435E0,9.810572863E-2,1.698904037E-1,9.801301003E0,9.803264192E0
5.904182414E0,8.614161611E-2,1.627119333E-1,9.808479309E0,9.810207027E0
5.906589393E0,9.092725813E-2,1.507478207E-1,9.813264847E0,9.814843841E0
5.908996372E0,1.028913707E-1,1.459621787E-1,9.808479309E0,9.810104890E0
5.911403351E0,9.810572863E-2,1.603191197E-1,9.796515465E0,9.798318336E0
5.913810331E0,8.853443712E-2,1.483550072E-1,9.791728973E0,9.793252976E0
5.916217310E0,9.571290761E-2,1.483550072E-1,9.803693771E0,9.805283358E0
5.918624237E0,8.135596663E-2,1.627119333E-1,9.813264847E0,9.814950887E0
5.921031216E0,8.853443712E-2,1.531406492E-1,9.796515465E0,9.798112352E0
5.923438195E0,9.092725813E-2,1.651047617E-1,9.796515465E0,9.798328562E0
5.925845174E0,8.853443712E-2,1.555334777E-1,9.796515465E0,9.798150043E0
5.928252153E0,8.853443712E-2,1.435693651E-1,9.791728973E0,9.793181648E0
5.930659133E0,9.571290761E-2,1.483550072E-1,9.798908234E0,9.800498597E0
5.933066112E0,8.853443712E-2,1.507478207E-1,9.810872078E0,9.812429576E0
5.935473091E0,1.052841991E-1,1.555334777E-1,9.815657616E0,9.817454347E0
5.937880070E0,9.571290761E-2,1.627119333E-1,9.806086540E0,9.807903413E0
5.940287049E0,8.853443712E-2,1.627119333E-1,9.796515465E0,9.798266621E0
5.942694028E0,8.853443712E-2,1.459621787E-1,9.815657616E0,9.817142035E0
5.945101008E0,7.896314561E-2,1.746760458E-1,9.815657616E0,9.817529288E0
5.947507987E0,8.614161611E-2,1.698904037E-1,9.813264847E0,9.815113350E0
5.949914966E0,9.571290761E-2,1.651047617E-1,9.798908234E0,9.800766455E0
5.952321945E0,9.332008660E-2,1.627119333E-1,9.803693771E0,9.805488023E0
5.954728924E0,7.896314561E-2,1.579262912E-1,9.810872078E0,9.812460793E0
5.957135851E0,9.092725813E-2,1.507478207E-1,9.813264847E0,9.814843841E0
5.959542831E0,9.810572863E-2,1.531406492E-1,9.815657616E0,9.817342371E0
5.961949810E0,7.178468257E-2,1.483550072E-1,9.801301003E0,9.802686550E0
5.964356789E0,9.092725813E-2,1.555334777E-1,9.796515465E0,9.798171956E0
5.966763768E0,9.571290761E-2,1.627119333E-1,9.806086540E0,9.807903413E0
5.969170747E0,1.004985496E-1,1.555334777E-1,9.794121742E0,9.795872157E0
5.971577726E0,8.853443712E-2,1.435693651E-1,9.794121742E0,9.795574062E0
5.973984706E0,8.135596663E-2,1.555334777E-1,9.796515465E0,9.798087809E0
5.976391685E0,8.853443712E-2,1.603191197E-1,9.791728973E0,9.793441523E0
5.978798664E0,9.092725813E-2,1.579262912E-1,9.794121742E0,9.795816923E0
5.981205643E0,9.332008660E-2,1.674975902E-1,9.798908234E0,9.800783982E0
5.983612622E0,8.374879509E-2,1.651047617E-1,9.808479309E0,9.810226287E0
5.986019601E0,9.810572863E-2,1.603191197E-1,9.798908234E0,9.800710664E0
5.988426581E0,9.810572863E-2,1.698904037E-1,9.806086540E0,9.808048772E0
5.990833560E0,9.571290761E-2,1.555334777E-1,9.810872078E0,9.812571658E0
5.993240539E0,9.092725813E-2,1.435693651E-1,9.806086540E0,9.807558981E0
5.995647518E0,8.853443712E-2,1.555334777E-1,9.798908234E0,9.800542413E0
5.998054445E0,8.135596663E-2,1.555334777E-1,9.796515465E0,9.798087809E0
6.000461424E0,8.853443712E-2,1.531406492E-1,9.784550667E0,9.786149506E0
6.002868403E0,1.004985496E-1,1.507478207E-1,9.810872078E0,9.812544817E0
6.005275383E0,8.374879509E-2,1.363908947E-1,9.806086540E0,9.807392598E0
6.007682362E0,8.374879509E-2,1.435693651E-1,9.794121742E0,9.795531978E0
6.010089341E0,8.135596663E-2,1.363908947E-1,9.794121742E0,9.795409229E0
6.012496320E0,9.332008660E-2,1.411765367E-1,9.801301003E0,9.802761896E0
6.014903299E0,9.332008660E-2,1.627119333E-1,9.798908234E0,9.800703362E0
6.017310278E0,9.810572863E-2,1.531406492E-1,9.803693771E0,9.805380582E0
6.019717258E0,9.332008660E-2,1.459621787E-1,9.798908234E0,9.800439591E0
6.022124237E0,1.052841991E-1,1.459621787E-1,9.810872078E0,9.812522645E0
6.024531216E0,9.571290761E-2,1.507478207E-1,9.801301003E0,9.802927482E0
6.026938195E0,1.052841991E-1,1.459621787E-1,9.798908234E0,9.800560815E0
6.029345174E0,8.614161611E-2,1.555334777E-1,9.798908234E0,9.800521089E0
6.031752153E0,9.332008660E-2,1.411765367E-1,9.796515465E0,9.797977072E0
6.034159081E0,7.657032460E-2,1.435693651E-1,9.801301003E0,9.802651505E0
6.036566060E0,8.374879509E-2,1.483550072E-1,9.803693771E0,9.805173871E0
6.038973039E0,1.004985496E-1,1.603191197E-1,9.808479309E0,9.810304202E0
6.041380018E0,1.124626622E-1,1.507478207E-1,9.786943436E0,9.788750409E0
6.043786997E0,9.810572863E-2,1.435693651E-1,9.782157898E0,9.783703288E0
6.046193976E0,1.004985496E-1,1.531406492E-1,9.791728973E0,9.793442107E0
6.048600956E0,1.052841991E-1,1.387837082E-1,9.798908234E0,9.800456533E0
6.051007935E0,9.810572863E-2,1.507478207E-1,9.803693771E0,9.805343503E0
6.053414914E0,9.571290761E-2,1.674975902E-1,9.803693771E0,9.805591668E0
6.055821893E0,9.332008660E-2,1.507478207E-1,9.808479309E0,9.810081544E0
6.058228872E0,1.028913707E-1,1.555334777E-1,9.796515465E0,9.798290287E0
6.060635851E0,9.810572863E-2,1.411765367E-1,9.808479309E0,9.809985826E0
6.063042831E0,9.810572863E-2,1.531406492E-1,9.801301003E0,9.802988225E0
6.065449810E0,9.332008660E-2,1.531406492E-1,9.794121742E0,9.795763441E0
6.067856789E0,9.092725813E-2,1.603191197E-1,9.791728973E0,9.793463446E0
6.070263716E0,9.332008660E-2,1.507478207E-1,9.794121742E0,9.795726326E0
6.072670695E0,9.810572863E-2,1.435693651E-1,9.791728973E0,9.793272854E0
6.075077674E0,9.332008660E-2,1.531406492E-1,9.796515465E0,9.798156763E0
6.077484653E0,8.614161611E-2,1.579262912E-1,9.801301003E0,9.802951720E0
6.079891633E0,1.028913707E-1,1.531406492E-1,9.810872078E0,9.812606668E0
6.082298612E0,9.810572863E-2,1.603191197E-1,9.798908234E0,9.800710664E0
6.084705591E0,9.092725813E-2,1.603191197E-1,9.813264847E0,9.814995514E0
6.087112570E0,9.092725813E-2,1.674975902E-1,9.803693771E0,9.805546123E0
6.089519549E0,9.092725813E-2,1.603191197E-1,9.798908234E0,9.800641436E0
6.091926528E0,8.135596663E-2,1.651047617E-1,9.789336205E0,9.791066423E0
6.094333508E0,8.853443712E-2,1.651047617E-1,9.796515465E0,9.798306649E0
6.096740487E0,9.092725813E-2,1.555334777E-1,9.796515465E0,9.798171956E0
6.099147466E0,9.332008660E-2,1.531406492E-1,9.801301003E0,9.802941499E0
6.101554445E0,8.374879509E-2,1.555334777E-1,9.801301003E0,9.802892729E0
6.103961424E0,8.853443712E-2,1.531406492E-1,9.801301003E0,9.802897110E0
6.106368351E0,9.810572863E-2,1.579262912E-1,9.803693771E0,9.805456492E0
6.108775331E0,1.148554832E-1,1.459621787E-1,9.803693771E0,9.805452988E0
6.111182310E0,8.853443712E-2,1.483550072E-1,9.801301003E0,9.802823517E0
6.113589289E0,7.417750359E-2,1.483550072E-1,9.808479309E0,9.809881644E0
6.115996268E0,9.571290761E-2,1.579262912E-1,9.803693771E0,9.805432843E0
6.118403247E0,9.810572863E-2,1.627119333E-1,9.803693771E0,9.805534737E0
6.120810226E0,8.853443712E-2,1.603191197E-1,9.810872078E0,9.812581286E0
6.123217206E0,9.571290761E-2,1.651047617E-1,9.796515465E0,9.798374140E0
6.125624185E0,1.076770201E-1,1.507478207E-1,9.798908234E0,9.800659254E0
6.128031164E0,1.052841991E-1,1.483550072E-1,9.810872078E0,9.812558530E0
6.130438143E0,1.076770201E-1,1.651047617E-1,9.806086540E0,9.808067453E0
6.132845122E0,9.571290761E-2,1.651047617E-1,9.808479309E0,9.810335718E0
6.135252101E0,9.092725813E-2,1.579262912E-1,9.801301003E0,9.802994941E0
6.137659028E0,9.092725813E-2,1.531406492E-1,9.803693771E0,9.805311387E0
6.140066060E0,1.148554832E-1,1.651047617E-1,9.794121742E0,9.796186608E0
6.142472987E0,1.124626622E-1,1.459621787E-1,9.801301003E0,9.803032906E0
6.144879966E0,9.332008660E-2,1.459621787E-1,9.810872078E0,9.812401568E0
6.147286945E0,9.332008660E-2,1.555334777E-1,9.803693771E0,9.805371531E0
6.149693924E0,8.374879509E-2,1.531406492E-1,9.794121742E0,9.795676935E0
6.152100903E0,9.332008660E-2,1.339980662E-1,9.786943436E0,9.788305570E0
6.154507883E0,7.178468257E-2,1.316052526E-1,9.789336205E0,9.790483967E0
6.156914862E0,7.178468257E-2,1.459621787E-1,9.786943436E0,9.788295041E0
6.159321841E0,1.004985496E-1,1.459621787E-1,9.798908234E0,9.800510573E0
6.161728820E0,8.614161611E-2,1.555334777E-1,9.806086540E0,9.807698215E0
6.164135799E0,7.178468257E-2,1.483550072E-1,9.786943436E0,9.788331015E0
6.166542778E0,7.657032460E-2,1.411765367E-1,9.794121742E0,9.795438455E0
6.168949758E0,7.657032460E-2,1.651047617E-1,9.796515465E0,9.798205848E0
6.171356737E0,9.092725813E-2,1.555334777E-1,9.808479309E0,9.810133780E0
6.173763716E0,7.178468257E-2,1.531406492E-1,9.818050385E0,9.819507037E0
6.176170643E0,7.657032460E-2,1.651047617E-1,9.813264847E0,9.814952346E0
6.178577622E0,7.896314561E-2,1.603191197E-1,9.808479309E0,9.810107224E0
6.180984601E0,8.853443712E-2,1.411765367E-1,9.806086540E0,9.807502353E0
6.183391581E0,9.810572863E-2,1.603191197E-1,9.815657616E0,9.817456971E0
6.185798560E0,9.571290761E-2,1.555334777E-1,9.798908234E0,9.800609889E0
6.188205539E0,9.810572863E-2,1.555334777E-1,9.794121742E0,9.795847901E0
6.190612518E0,8.614161611E-2,1.555334777E-1,9.794121742E0,9.795735385E0
6.193019497E0,7.896314561E-2,1.531406492E-1,9.806086540E0,9.807600138E0
6.195426476E0,9.810572863E-2,1.507478207E-1,9.810872078E0,9.812520602E0
6.197833456E0,1.100698411E-1,1.363908947E-1,9.798908234E0,9.800475520E0
6.200240435E0,1.052841991E-1,1.507478207E-1,9.813264847E0,9.814987347E0
6.202647414E0,7.896314561E-2,1.459621787E-1,9.818050385E0,9.819452810E0
6.205054393E0,8.135596663E-2,1.483550072E-1,9.808479309E0,9.809938550E0
6.207461372E0,8.135596663E-2,1.459621787E-1,9.801301003E0,9.802725391E0
6.209868299E0,7.417750359E-2,1.459621787E-1,9.789336205E0,9.790705316E0
6.212275278E0,9.092725813E-2,1.603191197E-1,9.794121742E0,9.795855792E0
6.214682258E0,1.076770201E-1,1.363908947E-1,9.794121742E0,9.795663200E0
6.217089237E0,1.052841991E-1,1.555334777E-1,9.782157898E0,9.783960781E0
6.219496216E0,9.810572863E-2,1.531406492E-1,9.782157898E0,9.783848421E0
6.221903195E0,7.896314561E-2,1.555334777E-1,9.784550667E0,9.786105333E0
6.224310174E0,9.332008660E-2,1.435693651E-1,9.794121742E0,9.795618485E0
6.226717153E0,9.092725813E-2,1.507478207E-1,9.794121742E0,9.795703822E0
6.229124133E0,8.374879509E-2,1.627119333E-1,9.784550667E0,9.786261839E0
6.231531112E0,8.135596663E-2,1.651047617E-1,9.796515465E0,9.798244416E0
6.233938091E0,8.135596663E-2,1.603191197E-1,9.801301003E0,9.802949676E0
6.236345070E0,8.614161611E-2,1.459621787E-1,9.794121742E0,9.795588090E0
6.238752049E0,9.332008660E-2,1.555334777E-1,9.794121742E0,9.795801141E0
6.241159028E0,9.332008660E-2,1.674975902E-1,9.808479309E0,9.810353227E0
6.243566008E0,1.004985496E-1,1.483550072E-1,9.815657616E0,9.817293089E0
6.245972935E0,1.004985496E-1,1.339980662E-1,9.813264847E0,9.814694208E0
6.248379914E0,9.092725813E-2,1.387837082E-1,9.801301003E0,9.802705240E0
6.250786893E0,8.614161611E-2,1.387837082E-1,9.794121742E0,9.795483755E0
6.253193872E0,9.332008660E-2,1.459621787E-1,9.794121742E0,9.795653847E0
6.255600851E0,8.853443712E-2,1.435693651E-1,9.803693771E0,9.805144674E0
6.258007831E0,7.896314561E-2,1.411765367E-1,9.808479309E0,9.809813064E0
6.260414810E0,9.092725813E-2,1.387837082E-1,9.806086540E0,9.807490093E0
6.262821789E0,9.810572863E-2,1.435693651E-1,9.808479309E0,9.810020553E0
6.265228768E0,9.332008660E-2,1.579262912E-1,9.810872078E0,9.812586829E0
6.267635747E0,9.571290761E-2,1.483550072E-1,9.801301003E0,9.802890977E0
6.270042726E0,7.896314561E-2,1.507478207E-1,9.803693771E0,9.805170659E0
6.272449706E0,9.092725813E-2,1.579262912E-1,9.820742607E0,9.822433193E0
6.274856685E0,9.092725813E-2,1.555334777E-1,9.820742607E0,9.822395013E0
6.277263612E0,1.076770201E-1,1.531406492E-1,9.806086540E0,9.807873349E0
6.279670591E0,1.124626622E-1,1.531406492E-1,9.810872078E0,9.812711696E0
6.282077570E0,8.614161611E-2,1.531406492E-1,9.801301003E0,9.802875791E0
6.284484549E0,8.135596663E-2,1.507478207E-1,9.801301003E0,9.802797817E0
6.286891528E0,1.028913707E-1,1.555334777E-1,9.796515465E0,9.798290287E0
6.289298508E0,9.571290761E-2,1.411765367E-1,9.801301003E0,9.802784967E0
6.291705487E0,8.374879509E-2,1.363908947E-1,9.801301003E0,9.802607698E0
6.294112466E0,9.810572863E-2,1.555334777E-1,9.803693771E0,9.805418245E0
6.296519445E0,9.332008660E-2,1.555334777E-1,9.810872078E0,9.812548610E0
6.298926424E0,1.052841991E-1,1.435693651E-1,9.806086540E0,9.807702593E0
6.301333403E0,1.028913707E-1,1.459621787E-1,9.798908234E0,9.800535402E0
6.303740383E0,1.004985496E-1,1.411765367E-1,9.791728973E0,9.793262330E0
6.306147362E0,7.657032460E-2,1.411765367E-1,9.806086540E0,9.807401647E0
6.308554341E0,8.135596663E-2,1.411765367E-1,9.798908234E0,9.800262863E0
6.310961268E0,9.332008660E-2,1.531406492E-1,9.803693771E0,9.805333868E0
6.313368247E0,7.896314561E-2,1.507478207E-1,9.815657616E0,9.817132703E0
6.315775226E0,7.896314561E-2,1.459621787E-1,9.813264847E0,9.814667956E0
6.318182206E0,9.092725813E-2,1.555334777E-1,9.808479309E0,9.810133780E0
6.320589185E0,6.699903309E-2,1.435693651E-1,9.815657616E0,9.816936154E0
6.322996164E0,7.896314561E-2,1.435693651E-1,9.806086540E0,9.807455357E0
6.325403143E0,9.332008660E-2,1.363908947E-1,9.803693771E0,9.805086572E0
6.327810122E0,9.571290761E-2,1.531406492E-1,9.801301003E0,9.802964570E0
6.330217101E0,1.076770201E-1,1.627119333E-1,9.786943436E0,9.788888156E0
6.332624081E0,1.076770201E-1,1.435693651E-1,9.794121742E0,9.795765779E0
6.335031060E0,8.374879509E-2,1.579262912E-1,9.815657616E0,9.817285215E0
6.337438039E0,9.810572863E-2,1.531406492E-1,9.815657616E0,9.817342371E0
6.339845018E0,9.092725813E-2,1.579262912E-1,9.806086540E0,9.807779653E0
6.342251997E0,9.571290761E-2,1.531406492E-1,9.796515465E0,9.798179845E0
6.344658976E0,9.571290761E-2,1.483550072E-1,9.813264847E0,9.814852883E0
6.347065903E0,1.076770201E-1,1.603191197E-1,9.803693771E0,9.805595756E0
6.349472883E0,1.100698411E-1,1.555334777E-1,9.810872078E0,9.812722199E0
6.351879862E0,1.028913707E-1,1.674975902E-1,9.796515465E0,9.798487502E0
6.354286841E0,8.853443712E-2,1.579262912E-1,9.801301003E0,9.802973039E0
6.356693820E0,9.571290761E-2,1.483550072E-1,9.808479309E0,9.810068120E0
6.359100799E0,9.810572863E-2,1.363908947E-1,9.806086540E0,9.807525705E0
6.361507778E0,1.028913707E-1,1.555334777E-1,9.806086540E0,9.807859630E0
6.363914758E0,7.896314561E-2,1.387837082E-1,9.794121742E0,9.795423258E0
6.366321737E0,9.092725813E-2,1.459621787E-1,9.794121742E0,9.795631344E0
6.368728716E0,9.571290761E-2,1.435693651E-1,9.791728973E0,9.793249175E0
6.371135695E0,1.004985496E-1,1.387837082E-1,9.808479309E0,9.809975904E0
6.373542674E0,8.853443712E-2,1.483550072E-1,9.808479309E0,9.810000709E0
6.375949653E0,8.374879509E-2,1.507478207E-1,9.798908234E0,9.800425569E0
6.378356581E0,9.571290761E-2,1.459621787E-1,9.789336205E0,9.790892158E0
6.380763560E0,1.028913707E-1,1.459621787E-1,9.796515465E0,9.798143030E0
6.383170539E0,8.853443712E-2,1.531406492E-1,9.813264847E0,9.814859009E0
6.385577518E0,8.853443712E-2,1.435693651E-1,9.801301003E0,9.802752259E0
6.387984497E0,1.052841991E-1,1.531406492E-1,9.810872078E0,9.812632050E0
6.390391476E0,9.332008660E-2,1.483550072E-1,9.803693771E0,9.805260293E0
6.392798456E0,9.571290761E-2,1.651047617E-1,9.803693771E0,9.805551086E0
6.395205435E0,9.332008660E-2,1.555334777E-1,9.813264847E0,9.814940971E0
6.397612414E0,1.004985496E-1,1.531406492E-1,9.813264847E0,9.814974222E0
6.400019393E0,9.092725813E-2,1.651047617E-1,9.820742607E0,9.822551232E0
6.402426372E0,7.896314561E-2,1.579262912E-1,9.806086540E0,9.807676031E0
6.404833351E0,8.135596663E-2,1.555334777E-1,9.798908234E0,9.800480194E0
6.407240331E0,8.614161611E-2,1.531406492E-1,9.786943436E0,9.788520534E0
6.409647258E0,9.092725813E-2,1.411765367E-1,9.777372360E0,9.778814287E0
6.412054237E0,9.571290761E-2,1.411765367E-1,9.794121742E0,9.795606795E0
6.414461216E0,9.092725813E-2,1.507478207E-1,9.801301003E0,9.802881924E0
6.416868195E0,9.810572863E-2,1.579262912E-1,9.791728973E0,9.793493847E0
6.419275174E0,9.332008660E-2,1.603191197E-1,9.796515465E0,9.798271588E0
6.421682153E0,1.196411327E-1,1.459621787E-1,9.803693771E0,9.805510212E0
6.424089133E0,1.124626622E-1,1.339980662E-1,9.806086540E0,9.807646841E0
6.426496112E0,1.100698411E-1,1.363908947E-1,9.796515465E0,9.798083134E0
6.428903091E0,1.028913707E-1,1.579262912E-1,9.806086540E0,9.807897868E0
6.431310070E0,9.332008660E-2,1.531406492E-1,9.801301003E0,9.802941499E0
6.433717049E0,8.614161611E-2,1.483550072E-1,9.801301003E0,9.802802198E0
6.436124028E0,1.028913707E-1,1.555334777E-1,9.801301003E0,9.803074958E0
6.438530956E0,8.135596663E-2,1.507478207E-1,9.794121742E0,9.795619654E0
6.440937935E0,8.614161611E-2,1.459621787E-1,9.794121742E0,9.795588090E0
6.443344914E0,1.004985496E-1,1.651047617E-1,9.803693771E0,9.805598967E0
6.445751893E0,8.853443712E-2,1.651047617E-1,9.813264847E0,9.815052974E0
6.448158872E0,7.896314561E-2,1.627119333E-1,9.803693771E0,9.805361896E0
6.450565851E0,7.896314561E-2,1.579262912E-1,9.820742607E0,9.822329726E0
6.452972831E0,9.092725813E-2,1.411765367E-1,9.808479309E0,9.809916663E0
6.455379810E0,8.614161611E-2,1.339980662E-1,9.810872078E0,9.812165245E0
6.457786789E0,8.135596663E-2,1.483550072E-1,9.803693771E0,9.805153725E0
6.460193768E0,8.374879509E-2,1.698904037E-1,9.806086540E0,9.807915673E0
6.462600747E0,9.810572863E-2,1.555334777E-1,9.794121742E0,9.795847901E0
6.465007726E0,7.178468257E-2,1.627119333E-1,9.798908234E0,9.800521965E0
6.467414706E0,7.896314561E-2,1.387837082E-1,9.801301003E0,9.802601565E0
6.469821685E0,8.853443712E-2,1.579262912E-1,9.796515465E0,9.798188318E0
6.472228612E0,1.028913707E-1,1.627119333E-1,9.806086540E0,9.807976093E0
6.474635591E0,1.004985496E-1,1.507478207E-1,9.798908234E0,9.800583015E0
6.477042570E0,1.052841991E-1,1.531406492E-1,9.801301003E0,9.803062693E0
6.479449549E0,9.571290761E-2,1.507478207E-1,9.803693771E0,9.805319853E0
6.481856528E0,7.417750359E-2,1.531406492E-1,9.808479309E0,9.809955184E0
6.484263508E0,8.135596663E-2,1.651047617E-1,9.806086540E0,9.807813804E0
6.486670487E0,8.614161611E-2,1.603191197E-1,9.801301003E0,9.802990561E0
6.489077466E0,9.810572863E-2,1.603191197E-1,9.798908234E0,9.800710664E0
6.491484445E0,9.810572863E-2,1.603191197E-1,9.798908234E0,9.800710664E0
6.493891424E0,8.853443712E-2,1.435693651E-1,9.798908234E0,9.800359844E0
6.496298403E0,9.571290761E-2,1.363908947E-1,9.796515465E0,9.797932368E0
6.498705383E0,8.853443712E-2,1.363908947E-1,9.798908234E0,9.800257313E0
6.501112362E0,8.374879509E-2,1.698904037E-1,9.786943436E0,9.788776145E0
6.503519341E0,7.657032460E-2,1.746760458E-1,9.803693771E0,9.805548750E0
6.505926268E0,8.853443712E-2,1.579262912E-1,9.786943436E0,9.788617925E0
6.508333247E0,9.092725813E-2,1.555334777E-1,9.791728973E0,9.793386274E0
6.510740226E0,7.896314561E-2,1.555334777E-1,9.789336205E0,9.790890111E0
6.513147206E0,1.052841991E-1,1.507478207E-1,9.782157898E0,9.783885875E0
6.515554185E0,8.374879509E-2,1.603191197E-1,9.789336205E0,9.791007068E0
6.517961164E0,9.332008660E-2,1.483550072E-1,9.791728973E0,9.793297409E0
6.520368143E0,9.332008660E-2,1.507478207E-1,9.786943436E0,9.788549196E0
6.522775122E0,9.571290761E-2,1.435693651E-1,9.798908234E0,9.800427322E0
6.525182101E0,9.332008660E-2,1.627119333E-1,9.801301003E0,9.803095692E0
6.527589081E0,7.178468257E-2,1.651047617E-1,9.794121742E0,9.795776300E0
6.529996060E0,8.135596663E-2,1.507478207E-1,9.794121742E0,9.795619654E0
6.532403039E0,8.853443712E-2,1.603191197E-1,9.806086540E0,9.807796582E0
6.534810018E0,9.092725813E-2,1.459621787E-1,9.803693771E0,9.805201899E0
6.537216945E0,1.076770201E-1,1.411765367E-1,9.798908234E0,9.800516707E0
6.539623924E0,1.004985496E-1,1.459621787E-1,9.808479309E0,9.810080085E0
6.542030903E0,8.614161611E-2,1.483550072E-1,9.808479309E0,9.809979406E0
6.544437883E0,8.853443712E-2,1.411765367E-1,9.796515465E0,9.797932660E0
6.546844862E0,1.076770201E-1,1.411765367E-1,9.810872078E0,9.812478590E0
6.549251841E0,9.810572863E-2,1.627119333E-1,9.796515465E0,9.798357779E0
6.551658820E0,9.810572863E-2,1.627119333E-1,9.801301003E0,9.803142417E0
6.554065799E0,1.028913707E-1,1.507478207E-1,9.810872078E0,9.812569616E0
6.556472778E0,1.004985496E-1,1.651047617E-1,9.801301003E0,9.803206663E0
6.558879758E0,1.148554832E-1,1.722832322E-1,9.808479309E0,9.810664588E0
6.561286737E0,1.028913707E-1,1.627119333E-1,9.796515465E0,9.798406863E0
6.563693716E0,9.810572863E-2,1.387837082E-1,9.798908234E0,9.800382045E0
6.566100643E0,9.810572863E-2,1.387837082E-1,9.806086540E0,9.807559273E0
6.568507622E0,9.092725813E-2,1.435693651E-1,9.803693771E0,9.805166571E0
6.570914601E0,9.332008660E-2,1.507478207E-1,9.806086540E0,9.807689166E0
6.573321581E0,9.092725813E-2,1.674975902E-1,9.784550667E0,9.786406642E0
6.575728560E0,8.853443712E-2,1.651047617E-1,9.796515465E0,9.798306649E0
6.578135539E0,8.135596663E-2,1.651047617E-1,9.789336205E0,9.791066423E0
6.580542518E0,9.092725813E-2,1.698904037E-1,9.806086540E0,9.807979596E0
6.582949497E0,9.092725813E-2,1.651047617E-1,9.810872078E0,9.812682522E0
6.585356476E0,9.810572863E-2,1.555334777E-1,9.798908234E0,9.800633549E0
6.587763456E0,8.853443712E-2,1.555334777E-1,9.796515465E0,9.798150043E0
6.590170435E0,8.614161611E-2,1.603191197E-1,9.806086540E0,9.807775274E0
6.592577414E0,8.853443712E-2,1.555334777E-1,9.801301003E0,9.802934783E0
6.594984341E0,8.135596663E-2,1.531406492E-1,9.813264847E0,9.814796880E0
6.597391320E0,7.896314561E-2,1.770688742E-1,9.789336205E0,9.791255889E0
6.599798299E0,6.699903309E-2,1.531406492E-1,9.796515465E0,9.797941426E0
6.602205278E0,7.657032460E-2,1.507478207E-1,9.801301003E0,9.802759268E0
6.604612258E0,9.092725813E-2,1.459621787E-1,9.810872078E0,9.812379103E0
6.607019237E0,8.853443712E-2,1.507478207E-1,9.801301003E0,9.802860021E0
6.609426216E0,9.092725813E-2,1.698904037E-1,9.782157898E0,9.784055583E0
